Time,Nome,Usuario,Texto,Data,topicos,Stop words
Flamengo,L∆URA ASHCROFT ⚢,@lauraa_campbell,flamengo quando jogo contra brasil 1970// flamengo quando jogo contra chapecoense 2020,2026-03-19 19:03:23,,"o, é, o, de, o, é, a, de"
Fluminense,Pedro Henrique,@TrottaPedro,"digo torcida fluminense beira mediocridade, pega exemplo torcida vasco fez ontem aprende",2026-03-19 19:03:23,,"eu, que, a, do, a, de, o, que, a, do, e"
Vasco,Lidi VIU O DEUKAE E O UAU,@lidig4l,quando vi spinelli del valle contra vasco: loirinho desgraçado. agora: te amo he-man colinaaaaa,2026-03-19 19:03:23,,"eu, o, no, o, eu, da"
Flamengo,Plataforma nova,@MomentsMeM,bônus cadastro saque mínimo 5 depósito mínimo 5 100% seguro link: gilmar mendes neymar cafu usher flamengo remo grêmio vitória carlos vinicius milena jonas jordana,2026-03-19 19:03:23,"iFoodNoBBB26, PROTECT_OUR_SEVEN, LET_ENHYPEN_CREATE, bbb26",no
Flamengo,isa,@genetirney,flamengo ja perdeu boas chances,2026-03-19 19:03:23,,umas
Flamengo,gabs,@lsfmsgab,"como flamenguista bicolor vou comemorar tanto flamengo ganhar jogo, vai ganhar.",2026-03-19 19:03:23,,"eu, e, se, o, esse, e"
Cruzeiro,Pck Crz,@cruzeiropackers,parece cruzeiro tite atacando,2026-03-19 19:03:23,,"o, do"
Flamengo,Gustavo Henrique Dando Choque,@ghdandochoque,"1tp | 08' - uuuuuuhhhh!!! arrascaeta acha emerson royal cruza lino, camisa 16 domina chuta, bola explode zaga. fla 0x0 rem",2026-03-19 19:03:23,"FLAXREM, VamosFlamengo","que, para, o, e, a, na"
Cruzeiro,agatha¹⁶³³,@lecstappn,subtrama cruzeiro esporte clube:,2026-03-19 19:03:23,,"a, do"
Flamengo,Bruno Lima,@BrunoFlamengoRJ,"deu flabasquete cima pinheiros. passamos jogo quase todo atrás, mas flamengo mostrou flamengo!!!!!!",2026-03-19 19:03:23,,"em, do, o, que, é"
Internacional,dinossauros na revolução francesa,@darkgalena,não faz falta nenhuma continue longe tentando carreira internacional kk,2026-03-19 19:03:23,,"e, que"
Flamengo,𝚖𝟺𝚝𝚢ᶜʳᶠ,@matheusucrf,flamengo mania miserável complicar todos os jogos possíveis,2026-03-19 19:03:23,,"tem, uma, de"
Cruzeiro,Igor DG,@IgorDiasGomes1,"rsrsrsrsrs os caras esperam chegar ao fim janela, ter ""entendimento"" lanterna campeonato brasileiro, zero vitórias sete jogos, precisa reforços, coisa torcida já viu há dois meses?? faltando dar sacode nessa diretoria ...",2026-03-19 19:03:23,,"da, para, o, que, o, do, com, em, de, que, a, tá, é, um, do"
Flamengo,só funciono no frio da silva,@thiagoviniciusi,8 minutos jogo não fizemos gol remo espero estejam satisfeitos flamengo leonardo jardim,2026-03-19 19:03:23,,"de, e, no, que, com, o, de"
Flamengo,Marcelo Campos,@mccampos1969,"arbitragem fez tudo perder, mas mengão raça, suor paixão! 80x75 vai fuder, gustavinho! meeeennnngooooo",2026-03-19 19:03:23,,"a, de, para, o, o, é, e, se"
Internacional,César,@imccesar,"não existe noticia nenhuma grande mídia internacional morte dele, mas twitter como sempre levantando teorias mais teorias. vez vi gente dizendo biden era clone, rainha elizabeth era alien, musk era alien, m. jackson vivo pqp só maluco aqui",2026-03-19 19:03:23,,"na, da, o, e, uma, que, um, um, um, ta, tem"
São Paulo,Līlā ॐ,@oitinerio,"visão são paulo mostra ponte ""estreita como fio cabelo"", liga nosso mundo ao paraíso. mesma imagem encontra entre os escritores os místicos árabes: ponte ""mais estreita fio cabelo"" liga terra às esferas astrais ao paraíso. tal",2026-03-19 19:03:23,,"a, de, nos, uma, um, de, que, a, se, e, a, é, do, que, um, de, e, a, e"
Cruzeiro,Marcelo Melo,@MarceloMeloCec,era pra dia especial pra gente sorteio libertadores mas clube ter wur abrir mao dessa copa causa amadorismo cruzeiro ter focar nao cair pra serie b deixou todos desanimados. muitos nem sabem sorteio hoje.,2026-03-19 19:03:23,,"ser, um, com, o, da, o, por, do, do, e, que, em, que, o, é"
Botafogo,Juanfer y 10 mas,@18Achikon,grupo c river palestino city torque botafogo,2026-03-19 19:03:23,,
Vasco,NJ,@nunnojerez,"segundo amodeo, “questões estratégicas”, aparentemente vasco só não quer jogar lá kkkkkk inclusive, os jogos não são cumulativos ano, ou seja, perdemos direito aos 4 jogos ano passado (3 considerar final corinthians)",2026-03-19 19:03:23,,"o, é, por, o, por, do, se, a, com, o"
Grêmio,Grêmio FBPA,@Gremio,"recomeça jogo. vamos, grêmio! 1x0 vitória",2026-03-19 19:03:23,"Grêmio, GRExVIT, Brasileirão2026",o
Vasco,Masillo,@Masilloo,river vasco independiente botafogo,2026-03-19 19:03:23,,
Fluminense,Fechineᶠᶠᶜ,@AndrLuizFilho2,"fluminense, universitário, junior sporting",2026-03-19 19:03:23,,e
Fluminense,Alexandre N.,@Lex_N,ainda há outra questão acho importante relação jogos entre fluminense vasco: fato justiça rj ter lavado as mãos caso scudi. muita gente fica preocupação próxima vítima não ter quem recorrer caso ocorra algo.,2026-03-19 19:03:23,,"e, uma, que, em, a, e, o, da, do, no, do, com, a, de, ser, a, e, a"
Grêmio,Bilizin,@OCarlosVinicius,camisa grêmio fosse tricolor até as mangas ia perfeita,2026-03-19 19:03:23,,"se, a, do, ser"
Vasco,lua ☪︎⏾ Loquinha,@luasemna,"amg n assisto nãooo, mas meu pai vasco kkkkkkkkkkk",2026-03-19 19:03:23,,é
Flamengo,Thiago Cosenza,@thcosenza,"arrombado desse falso9, flamengotv, cornetando pedro. porra essa?????",2026-03-19 19:03:23,,"o, na, o, que, é"
Flamengo,Arrascapeta,@_arrascapeta,gente não substitui grito “mengo ô ô ô” pelo “meeeeeeengo? acho muito mais empolgante.,2026-03-19 19:02:23,Flamengo,"por, que, a, esse, de"
Corinthians,FORA MARCELO TEIXEIRA,@Rtsantos13,infelizmente aqui não corinthians. não pressão as mulheres são desrespeitadas. minha solidariedade todas as sereias vila. lamento tenham passar todas torcedoras mulheres.,2026-03-19 19:02:23,"FORACUCA, ForaMarcelinhoTeixeira","é, o, tem, e, a, da, que, que, por, isso, e, a"
Flamengo,𝕲𝖗𝖆𝖟𝖎²⁸ zarry's all the time,@grztommo,"flamengo não mes faz vergonha, pelo amorrrr",2026-03-19 19:02:23,,
Flamengo,Tati Costa,@phtati,"ou compro camisa nova flamengo ou air fray nova,kkkkkkk ô vida pobre",2026-03-19 19:02:23,,"eu, uma, do, uma, de"
Botafogo,Machu!,@Machu_carp,cantado toca botafogo ?.,2026-03-19 19:02:23,,"que, nos, no"
Fluminense,Rodᶠᶠᶜ,@RodRichardLucas,perdemos pra mds fluminense faz sua torcida pqp,2026-03-19 19:02:23,,"isso, o, que, o, com"
Flamengo,Matheus Leal,@matheusleal1,"jorge carrascal, flamengo, convocado pela seleção colombiana próxima data-fifa.",2026-03-19 19:02:23,,"do, foi, para, a"
São Paulo,𝑐𝑙𝑎𝑟𝑖𝑛ℎ𝑎,@ruivamimada,pqp paulista eh muito chato vamo povoar sp cheio caipira ai qui ódio q tenho desse povo insuportável vocês pressa vcs criam regra voces espera wue todo mundo saiba ooooo mundinho diabo só demoníaco são paulo odeio são paulo,2026-03-19 19:02:23,,"de, eu, tem, do, que, de, e, do, tem, em, eu"
Corinthians,Mathias brasil,@Mathiasbr99,chapecoense já está arena condá tudo pronto confronto contra corinthians. bola vai rolar!,2026-03-19 19:02:23,"Chapecoense, Corinthians, Brasileirão, ArenaCondá","na, para, o, o, a"
Cruzeiro,Leito Iarley,@GonzalezLeo06,boca cruzeiro universidad católica sporting cristal,2026-03-19 19:02:23,,
Vasco,Marcel Bertolin Paixão,@mbertolin1,torcemos meu amigo! título detalhe! somos vasco gama apenas importa. seu fodido,2026-03-19 19:02:23,,"nós, é, nós, da, e, isso, é, que, nos"
Corinthians,PODCAST “FALANDO DE VASCO”,@ClaudioMar2614,kkkkk. pq vc colocou vídeo dele camisa corinthians? só nesse país mesmo…,2026-03-19 19:02:23,,"isso, foi, o, com, a, do"
Flamengo,𝚖𝟺𝚝𝚢ᶜʳᶠ,@matheusucrf,"flamengo sua mania complicar jogos poderiam """,2026-03-19 19:02:23,,"e, a, de, que, ser"
Internacional,Leo Ferreira ◤✠◢¹⁸⁹⁸,@LeonardoFeer,"são 3 situações diferentes. 1 sul-americana-> título inédito, vaga libertadores recopa, maior visibilidade internacional 2 copa brasil-> vaga libertadores, 15 anos s/ganhar, maior premiação 3 brasileirão-> vaga libertadores, 26 anos s/ganhar, maior importância nacional",2026-03-19 19:02:23,,"e, do"
Flamengo,Sophia jota.𓅐,@Soso1148337,flamengo,2026-03-19 19:02:23,,
Flamengo,Leandro Boudakian,@LeBoudakian,"palmeiras semi liberta sub20, só colar pra assistir ao vivo, graça imagens! benedetti fora grande novidade. vale vaga final pra enfrentar flamengo domingo",2026-03-19 19:02:23,,"na, da, no, de, e, com, é, a, na, o, no"
Grêmio,Henrique Lima,@Henrique26Lima,"oh timizinho fraco grêmio, pqp!",2026-03-19 19:02:23,,"esse, do"
Palmeiras,Arthur MV ABC ☭,@Arthurg18702760,"não, pq bater criança antifascista coisa nazitrikas, aqui palmeiras gente apoia mlk fazer isso.",2026-03-19 19:02:23,,"em, é, de, no, a, o"
Atlético Mineiro,Leozin sfc,@0Leozinho77,??? falei outro comentário não treinou mas nenhum clube grande atlético mineiro não grande mesmo,2026-03-19 19:02:23,,"eu, no, que, ele, é, o, é"
São Paulo,guiˢᵖᶠᶜ,@guibobert,são paulo millonarios montevideo city torque deportivo riestra vc viu primeiro aqui.,2026-03-19 19:02:23,,
Flamengo,Remo Insider,@RemoInsider,"vitor bueno teve primeira chance real jogo, mas acabou lançando bola pra fora. não dá pra perder lance desse. remo reativo nesse começo, como esperado, flamengo trabalhando bola, mas as transições tão interessantes",2026-03-19 19:02:23,,"a, do, a, um, o, tá, com, o, a"
Flamengo,𝐁𝐢𝐚𝐧𝐜𝐚,@eubiancamesmo,vamoooooo flamengooo,2026-03-19 19:01:23,,
Vasco,Jotapê ᶜᵉᶜ,@Jpms_217,vasco já treinador,2026-03-19 19:01:23,,tem
Santos,Gustavo Martins Pereira,@Gustavo50926306,"as pessoas estão tratando neymar como fosse salvador pátria, mas vdd não consegue nem mesmo salvar santos.",2026-03-19 19:01:23,,"o, se, o, da, a, é, que, ele, o"
Cruzeiro,JcCardoso,@FloydNirva27138,"mundo futebol nada acaso tudo merecimento, saf cruzeiro não convicção nada merece fase ruim/lanterna!!",2026-03-19 19:01:23,,"no, do, é, por, e, por, se, a, tem, de, essa"
Santos,Fabio E. Restrepo,@fabioerestrepo,es tan brasilera como flavia santos.,2026-03-19 19:01:23,,dos
Corinthians,nina!,@niinasccp,sport club corinthians paulinha,2026-03-19 19:01:23,,
Palmeiras,CRF,@FutebolCariocaa,"está falando próprio técnico dela. agora imagina fala fosse ao contrário: ""mulher histérica"" rapaz, brasil ia parar. mas modus operandis palmeiras: só podem falar arbitragem. qdo alg fala ""ai"" corja toda vem público rebater. cínicos!!",2026-03-19 19:01:23,,"do, se, essa, o, esse, é, o, do, eles, da, um, a, a"
Santos,VegetaSantistaVagabundo,@sashimiri,"meu deus, estou sofrendo pelo santos como sofro quando perdi minha ex",2026-03-19 19:01:23,,
Santos,mara,@huracanbermudes,"00:08 je pense à toi, neymar silva santos junior.",2026-03-19 19:01:23,,da
Flamengo,jonil de souza,@de_jonil,vem ortiz léo pereira vem flamengo lino luiz araújo não conseguiu,2026-03-19 19:01:23,,e
Flamengo,Beatriz,@beatrizz_crf95,premiere nada meio transmissão flamengo x remo começou passar flamengo x vasco 2019 ??????,2026-03-19 19:01:23,,"no, do, no, da, de, a, de"
Santos,lili carabina ᶜʳᶠ,@lipypbi,"últimos 3 anos só comento futebol aqui, evito outros ambientes, cara quer me explicar impedimento nem falando assisto futebol desde 1995 lembro titulo bairro contra santos adianta, vou ao maracanã desde surreal!",2026-03-19 19:01:23,,"nos, em, tem, que, o, que, é, e, que, e, do, do, o, que"
Flamengo,gabi,@eugabizinhab,"bora flamengo, bora querer",2026-03-19 19:01:23,,
Flamengo,triZ,@hanibolha,ja era pra ter feito gol flamengo paia caralho,2026-03-19 19:01:23,,do
Flamengo,Gabriel,@Gaba_1914,aleluia estão posicionando. acho realmente impressionante como torcedores sp flamengo são os mais culhão todo brasil. grandes times não merecem tanto bundao chorão.,2026-03-19 19:01:23,,"se, eu, de, e, sem, de, o, que"
Palmeiras,Cleiton Ferreira,@Cleiton44833941,acho tudo orquestrado. leila paga propina arbitragem. abel vitimiza. terá outro erro arbitragem favor palmeiras (vocês duvidam). segue jogo.,2026-03-19 19:01:23,,"eu, que, é, a, para, a, o, se, da, a, do, e, o"
Fluminense,Israel,@israelflu,entrava todo jogo fluminense irritar.,2026-03-19 19:01:23,,"do, para, nos"
Palmeiras,Jean Carlos,@Jean107mil,palmeiras roubado ano passado perdeu dois títulos.,2026-03-19 19:01:23,,"por, isso, que, o, foi, e"
Corinthians,Mesbla & Mappin,@lcslx80,"esqueceu zagueiro henrique, capitão corinthians anos 90, ergueu taças taças, então, infelizmente, criou-se sim, mas não culpo, pois informação época era escassa.",2026-03-19 19:01:23,,"do, foi, do, nos, e, o, na"
Internacional,Johnatan 16,@Johnatan161,"mostra ai, tenha sido iniciada concluída nesse governo, escolhe qualquer tema, mas sugiro não escolher internacional, só vexame.",2026-03-19 19:01:23,,"uma, que, e, que, é"
Flamengo,rubi sem safira,@vmpiregrl__,"jogo flamengo hoje, bts hoje, homem aranha ano gratidão",2026-03-19 19:01:23,,"do, esse"
Flamengo,lia,@aanitrebil,meu primo confiante q remo vai ganhar flamengo,2026-03-19 19:01:23,,"tá, o, do"
Grêmio,Marcio,@Marcioporton,jogo olhando?? grêmio teve mais chance chute fora ou dentro área cruzamento si,2026-03-19 19:01:23,,"que, tu, tá, o, de, de, da, do, que, em"
São Paulo,raphinha,@raphadelreyy,somar só hoje fiquei 3horas dentro trânsito são paulo,2026-03-19 19:01:23,,"se, de, em"
Santos,Sanguetsu Namyl,@PehFla,neymar tinha zé rivaldo rony como companheiro. os dois times são limitados mas inter vinha contexto bem mais favorável santos. santos recém tomha acabado sair transferban exemplo,2026-03-19 19:01:23,,"e, o, e, o, de, um, que, o, esse, que, de, de, um, por"
Vasco,Vitinho Melo,@vitinhoMelo77,foda escolhi vasco,2026-03-19 19:00:23,,"que, eu, o"
Flamengo,JonFee88,@Jon88Fer,"como sempre, flamengo assustando ( nós), logo início jogo.",2026-03-19 19:00:23,FLAxREM,"o, no, do"
Santos,diabodefranja$$,@isisabrina,meu filho anakin santos,2026-03-19 19:00:23,,dos
Grêmio,Soccer News Grêmio,@soccergfbpa,recomeça jogo arena! brasileirão 2026: grêmio 1x0 vitória. pra cima deles!,2026-03-19 19:00:23,,"o, na"
Flamengo,lima,@Thiagodeelima,"fico louco primeira finalização jogo seja remo, pleno maracanã, porra flamengo fica driblando tocando dentro área desgraça time não chuta",2026-03-19 19:00:23,,"eu, que, a, do, do, em, a, do, e, da, que, de, que"
Vasco,Mídia Vascaína,@midiavascaina,tipo comentário muito bom. mostra bem quanto somos torcidas distintas. torcedor vasco ama fato clube. continuemos vivendo sentindo nosso clube forma mais intensa possível frieza continue outro lado. parabéns torcida gigante,2026-03-19 19:00:23,,"esse, de, é, o, o, do, de, o, que, e, o, da, e, que, a, do, a, do"
Cruzeiro,Ayrtonista,@Purostylo32,boca cruzeiro coquimbo barcelona sc,2026-03-19 19:00:23,,
Flamengo,Jeferson TERRAFLANISTA,@JefersonCRFLA,"time caras merda, mas são mais felizes flamenguistas, os caras dão aulas como torcer como viver futebol, enquanto torcida flamengo vem caminhando pra torcida mais merda brasil",2026-03-19 19:00:23,,"o, dos, na, eles, que, nós, de, de, o, isso, a, do, ser, a, do"
Grêmio,𝗧𝗵𝗮𝗻𝗼𝘀,@othanosbr,2º tempo arena grêmio grêmio 1 x 0 vitória camutanga (gc).,2026-03-19 19:00:23,Brasileirão2026,"na, do"
Flamengo,J.p²⁷☭,@jpferreiraa08,2 finalizações remo nenhuma flamengo vai grande chororo,2026-03-19 19:00:23,,"do, do, ser, o"
Flamengo,eri✮,@eriakame_,"remo x flamengo, 7 primeiro tempo 0x0 pode acabar",2026-03-19 19:00:23,,do
Vasco,Gustavo Afonso,@gu_afonso,"""engraçado"" vasco vai todo cheio moral vai empatar ou perder pro grêmio, domingo. já vimos",2026-03-19 19:00:23,,"o, é, que, o, de, e, esse"
Flamengo,kah. ♡,@opskahh_,pfvzinho flamengo tenha piedade meu clube remo,2026-03-19 19:00:23,,"do, do"
Flamengo,@thmvp_,·,"muito interessante aproximação jogadores ataque flamengo, principalmente pontas",2026-03-19 19:13:23,,"a, dos, de, do, dos"
Grêmio,CFD - Futebol e Fantasies,@CFD_Oficial,começou segundo tempo: grêmio 1x0 vitória,2026-03-19 19:00:23,,o
Vasco,geovani Souza,@geovani55vasco,era só ganhar bahia chape ... jogos q vasco bem mlhr perdeu ... eram 6 pontos mais,2026-03-19 19:00:23,,"e, o, foi, e, a"
Flamengo,dinniz,@blumenauseas,hoje vai dia paraense escolher qual time torcer flamengo ou remo kkkkk,2026-03-19 19:00:23,,"ser, o, que, o, tem, que, se, é, o"
Palmeiras,ÚNICO TETRA,@smpeuheideser,"verdade, palmeiras quem chilique técnico.",2026-03-19 19:00:23,,"no, da, é, o"
Grêmio,Renatismo,@MestredeCopas,não programa vermelho suficiente né? quem sabe fazia concorrência pro sala falando só grêmio,2026-03-19 19:00:23,,"é, que, tem, uma, do"
Flamengo,Lessandro,@lessandromg1980,"negócio me incomoda demais , jorginho multo fraco defensivamente! vai bem meio pra frente, mas atrás compromete todo sistema defensivo! acorda jardim! !",2026-03-19 19:00:23,,"um, que, no, o, é, do, o"
Cruzeiro,Crivo Cabuloso,@xcrivotech,dirigente cruzeiro projeta campanha libertadores revela 'cobrança',2026-03-19 19:00:23,,"do, na, e"
Internacional,Sporting CP Adeptos,@Sporting_CPAdep,"francisco martins, personal trainer francisco trincão, publicou vídeo treino internacional português realizou sábado, preparação bødo/glimt. aguenta 90 sob 90 minutos vemos-lhe fazer sprints campo inteiro ajudar defesa.",2026-03-19 19:00:23,,"de, um, do, que, o, no, em, para, o, por, isso, é, que, e, a, de, para, na"
Santos,Michelangelo,@eddiejr61,"gente achando ruim nao convocar, n devia nem titular nesse time patetico santos",2026-03-19 19:00:23,,"e, tem, ser, do"
Flamengo,Marcos camposᶜʳᶠ,@Cammposmarcos,rafinha não chegou nem perto leo moura jogou flamengo.,2026-03-19 19:00:23,,"do, que, o, no"
Flamengo,Rattão,@bob1414155,"força rivalidade não, fortaleza flamengo dessa série b, só queremos sair 2028 voltar pra libertadores ou ganhar sul-americana",2026-03-19 19:00:23,,"é, o, e, em, a"
Grêmio,FILIPI,@filipidosreis3,"início 2° tempo. grêmio segue mesmo, substituições. grêmio 1 x 0 vitória vamos, grêmio!",2026-03-19 19:00:23,"Grêmio, Futebol, DiaDeGrêmio, Brasileirão2026","de, o, sem"
Flamengo,Simone Soares,@simoneebelinha,bom flamengo ficar esperto. jogar contra time pequeno muito mais difícil jogar contra time grande.,2026-03-19 19:00:23,FLAxREM,"é, o, é, que"
Grêmio,Nicolas Möller,@nicolaspmoller,"linda, recorde vendas, caixa pro grêmio!",2026-03-19 19:00:23,,"tá, de"
Corinthians,Corinthians Futebol Feminino,@SCCPFutFeminino,"cuidado vai além: delboni também oferece atendimento domiciliar, exames vacinação taxa deslocamento. março lilás, mensagem clara: cuidar também ato força!",2026-03-19 19:00:23,"AsBrabas, VaiCorinthians","e, esse, o, com, e, sem, de, no, a, é, se, é, um, de"
Flamengo,Fabiano,@Fabiano74688725,remo já chutou ao gol 2 vezes flamengo n consegue furar zaga incrível isso! depôs sou maluco !!!,2026-03-19 19:00:23,,"e, essa, é, e, eu"
Corinthians,Corinthians Futebol Feminino,@SCCPFutFeminino,"última terça-feira, equipe delboni até ct corinthians vacinar as brabas contra hpv, levando prática importância prevenção cuidado saúde mulher.",2026-03-19 19:00:23,,"na, a, do, foi, o, do, para, a, na, a, da, e, do, com, a, da"
Flamengo,@su_moraess,·,tanto gol flamengo já podia ter feito,2026-03-19 19:13:23,,"o, de, que, o"
Corinthians,Aqui é Corinthians!,@Valdirsantos9,"ei hj meu aniversário, ganha porra karai",2026-03-19 19:00:23,,"é, essa"
Vasco,داماسينا,@damasvg,"américa cali vasco independente pettolero barracas central meu palpite racional, mas coração, todo mundo sabe oq vai dar nesse sorteio.",2026-03-19 19:00:23,,"de, esse, é, de"
Vasco,Mr.BlueSky,@Jorg_Czyk,vasco gama city torque o'higgins,2026-03-19 19:00:23,,da
Flamengo,NANZIN DO FORTALEZA,@nanzinll,"todo orgulho pernambucano sua bandeira bob marley cristão torcida flamengo, time todo pernambucano",2026-03-19 19:00:23,,"de, um, com, do, na, do, o, de"
Grêmio,Edu Klein,@educklein,resultado melhor atuação primeiro tempo. grêmio extremamente burocrático armar jogadas ataque. muita bola recuada necessidade. parece não olham pro lado antes tocar bola. jogada os extremas totalmente manjada.,2026-03-19 19:00:23,,"que, a, do, é, para, de, sem, que, de, a, com"
Flamengo,antony,@lothbrokwr,hora gol flamengo,2026-03-19 19:00:23,,do
Grêmio,Pai Bonet,@BonetDouglas,impressionante comoo var sempre contra grêmio,2026-03-19 19:00:23,,"é, o"
Botafogo,Matheus,@RibeiroFFC02,"renato n perdeu duas pro botafogo, carioca mano, até quando bem intencionado você erra, td q fala merda, vc algum problema mental?",2026-03-19 19:00:23,,"a, do, foi, o, ta, é, tem"
Palmeiras,Enelcamarin.cl,@enelcamarin,xi palmeiras 1. kauan lima 6. andré lucas 15. joão paulo 4. koné 2. luis saboia 3. pimenta 5. coutinho 10. erick belé 9. heittor 19. juliano 17. riquelme fillipi dt. lucas pereira andrade,2026-03-19 19:00:23,LibertadoresSub20xEEC,de
Flamengo,fê,@_nandaamel,"juro, adoro passar sufoco assistindo jogo flamengo bia",2026-03-19 19:00:23,,"do, com, a"
Flamengo,annarirang. ⊙⊝⊜,@ariwbts,"assistindo jogo, bom sendo hoje pra passar tempo. não me estressa, flamengo. não estraga noite.",2026-03-19 19:00:23,,"o, que, tá, o, a"
Corinthians,julio henrique,@juliosccp__,"quinta quase sexta jogo corinthians, ja sabe né",2026-03-19 18:59:23,,"é, e, tem, do"
Flamengo,stevan palmeiras,@stevan77_,"2021 palmeiras jogava futebol horrivel ganhou libertadores passando sao paulo, galo flamengo base camisa, 2023 era piores palmeiras ultimos anos ganhou brasileirão supercopa",2026-03-19 18:59:23,,"em, o, um, e, uma, por, e, na, da, em, um, dos, dos, e, um, e, uma"
Vasco,LH ✠,@LHcrvg10,iludidao já né? kkkkkkkkk famoso embalinho anual vasco fode cabeça torcida,2026-03-19 18:59:23,,"tá, o, do, que, a, da"
Palmeiras,𝑷𝒂𝒍𝒎𝒆𝒊𝒓𝒆𝒏𝒔𝒆 𝑵𝒆𝒘𝒔,@PalmeirenseNews,"marlon freitas não curva pra ninguém, todos palmeiras sigam seu exemplo. mijar não mijado.",2026-03-19 18:59:23,,"se, que, do, tem, que, e, ser"
São Paulo,gessi,@gesstyli,são paulo lhe dê devida resposta taxador fdp,2026-03-19 18:59:23,,"que, a"
Flamengo,lara,@laraxcrf_,flamengo já dando 2 ataques pro remo,2026-03-19 18:59:23,,
Grêmio,Adri Rodrigues,@Adri_SROX,era grêmio estar 4° ou 5° lugar,2026-03-19 18:59:23,,"para, o, em, na"
Flamengo,Big Mark ᶠᶠᶜ,@OtricolorVl,onde gente freguês flamengo? mkkkkkkkk,2026-03-19 18:59:23,,"que, a, é, do"
São Paulo,Mallu,@mariarita4141,"queima arquivo transferência daniel vorcaro superintendência polícia federal brasília e, até agora, ninguém explicou motivo dessa mudança. vorcaro estava penitenciária federal desde dia 6, após transferido presídio são paulo.",2026-03-19 18:59:23,,"de, de, para, a, da, em, o, na, o, ser, de, um, em"
Flamengo,.,@EdmilsonArruda8,flamengo,2026-03-19 18:59:23,,
Cruzeiro,Emerson Pancieri,@emersonpancieri,dirigente cruzeiro abre jogo detalha negociação artur jorge | rádio itatiaia (por ),2026-03-19 18:59:23,,"do, o, e, com"
Vasco,mhenrique b. gil ᶜʳᵛᵍ,@henriquegiil,vasco poderia trazer lerma meio ano né,2026-03-19 18:59:23,,"o, no, do"
Santos,Marcos Again...,@cafetaogancho,deve tipo visão daqueles ap torto santos,2026-03-19 18:59:23,,"ser, isso, a, de"
São Paulo,Paulo,@pacslv,"cu paula reclamando pizza calabresa são paulo expulsem mulher novo! ""voce acredita tia milena? vem só pão linguiça"" ""agora aprendi pedir calabresa pedir queijo""",2026-03-19 18:59:23,BBB26,"da, de, de, essa, de, o, e, a, tem, que, e"
Santos,Luan Henrique,@lluann04,santos?,2026-03-19 18:59:23,,"sem, o"
Flamengo,jonil de souza,@de_jonil,vem flamengo bola trabalhada atrás léo pereira leo ortiz léo pereira vai tentando luiz araújo alex sandro lateral remo,2026-03-19 18:59:23,,"e, e"
São Paulo,nique loira,@m_garridog,estou fomo tb quero ir bershka inaugurou são paulo,2026-03-19 18:59:23,,"eu, com, na, que, em"
Flamengo,Lucas Mesquita,@mesquitaxix,"desculpa, vou torcer pro flamengo",2026-03-19 18:59:23,,
Santos,Martinellosx,@martinellosx,"essas turminha dono páginas fizesse tanto barulhos como fazem agora, duvido santos estava draga, pq não fazer pressão pra não contratar bagres cobrança saf , tudo vergonha morrerem abraçado voyvoda, maioria tava fechado até ontem",2026-03-19 18:59:23,,"de, que, o, essa, e, sem, com, a, com, ele"
Flamengo,Hick,@hicksilvadj,"flamengo pegar 1 gol quer desse estrume, será maiores vergonhas ano eles.",2026-03-19 18:59:23,,"se, o, se, uma, das, do, para"
Corinthians,Rodrigo Dias,@rodrigodiass15,"tomara ganhe, aquele site lixo. pessoal daquele site faz trabalho sujo, ratos roubaram corinthians.",2026-03-19 18:59:23,,"que, é, um, o, dos, que, o"
Flamengo,Rafael ᶜʳᶠ,@Rafael__03,"transição defensiva flamengo não dá, não roubar bola ataque, fazer falta jorginho pulgar correndo marcando transição são inexistentes.",2026-03-19 18:59:23,,"essa, do, se, a, no, tem, que, a, e"
Grêmio,)-Juarez Moreira.aposentado graças á deus obrigado,@JuarezMoreira7,grêmio hoje jogando bem. meio campo firme,2026-03-19 18:59:23,,tá
Flamengo,jheni,@alv11s,"ação foda maracanã! lindo ver iniciativa vindo flamengo,que inicie outros times tb,para continuarmos nessa luta contra racismo!",2026-03-19 18:59:23,,"que, no, é, essa, do, isso, com, o"
Flamengo,Fim de Jogo/Veiga de Almeida,@fimdejogoaguva,"quase primeiro remo maracanã, coração galera parou alguns instantes. 6 min - flamengo 0x0 remo",2026-03-19 18:59:23,,"o, do, no, da, por"
Vasco,Dinho ✠ﮩ٨ــ,@dinhovianna_ofc,"carente oq minha torcida fez todas fazer ?? vibrar comemorar ?? onda mano kkkkkk vcs tricolores são tudo doído, vivem vasco essas páginas, só falam vasco .. gente ganha carência morar kkk perde somos série b … pqp",2026-03-19 18:59:23,,"o, que, tem, que, e, que, de, do, se, a, é, com, se"
Flamengo,Fábio William nascimento oliveira,@FbioWillia19365,"você não entendeu meu ponto. atualmente, maior erro jogo neymar tentar fazer fazia aos 25 anos não consegue mais aos 34 anos quando joga simples perto gol faz diferença como fez contra flamengo contra vasco",2026-03-19 18:59:23,,"o, no, do, é, o, que, ele, ele, ele, o, do, ele, a, o, e, o"
São Paulo,luis .✦ ݁˖ Ψ,@redwinekissin,chegueiii são paulo,2026-03-19 18:59:23,,
