Time,Nome,Usuario,Tempo,Texto
Vasco,Claudio Souza,@matchomusic,12m,"Sim, mas nem esse óbvio o Zubeldia conseguiu enxergar e o Vasco ganhando todos os rebotes, cruzamento atrás de cruzamento,  a defesa se desorganizando e ele inerte. O futebol é simples, mas nem todos conseguem perceber as obviedades que decidem uma partida."
Flamengo,sa,@suayonce,12m,conhecendo o clube de regatas do flamengo hj o leao azul vai ter sua primeira vitoria no brasileirão
Santos,matt,@matthwz_,12m,"Melhor em que exatamente? Esse filha da puta tirou uma libertadores do meu time, você pode não ser santista mas quem é santista de verdade sabe que esse palmeirense ai fudeu o santos"
Grêmio,Eu,@wbscherner,12m,MAS E O GRÊMIO HEIN?
Palmeiras,Anderson,@LinhoSEP,12m,Falou vcs eliminando o Palmeiras da Copa do Brasil com gol impedido e o VAR foi resetado porque a CBF sumiu com as imagens.
Grêmio,Diego Torbes,@DiegoTorbesBage,13m,#Grêmio para encarar o Vitória. Leo Pérez pela primeira vez titular.
Fluminense,Marcio B.,@whathafuck,13m,"Fluminense,  libertad,  JR Barranquila e Barcelona de G."
Flamengo,Lss,@luuquuinhass,13m,"@FaixaTips
 Só na espera dos jogos do Grêmio e Flamengo, pra história acontecer "
Grêmio,Lorenzo¹⁹⁰³,@shamenix,13m,"A camisa ja ta 600 conto, o mínimo é baixar o preço da personalização que é o Grêmio que faz, pq 110 conta pra colocar nome e Número não dá. A personalização deveria ser no máximo 30 pila com nome e Número"
São Paulo,um aleatório,@Renatobrazleiro,13m,"Mutuals de outros estados podem me julgas, mas eu, enquanto um roraimense nascido e criado em Boa Vista e atualmente passando maior parte do ano no Amazonas, sempre que venho para São Paulo me sinto em outro país"
Vasco,OKR4V ✠,@EuSouVascaino_,13m,Se isso fosse título o Vasco seria o maior campeão do planeta.
São Paulo,Carlos Souza,@dn_imagem,13m,"Mais uma vez o Foro de São Paulo, fundado por lula age para salvar uma Ditadura comunista, e não  o povo que ela escraviza."
